,Ranking,TV_Show,Channel,Duration,Ranking_Percent,Datetime,Month,Week,Day,Hour,Minute,Day_of_week
8501,2,השוטרים,קשת 12,65.0,15.8,2021-01-03 21:40:00,1,53,3,21,40,6
8502,3,תכנית חיסכון 12,קשת 12,43.0,12.5,2021-01-03 19:07:00,1,53,3,19,7,6
8503,4,המקור - עונה 20,רשת 13,58.0,10.5,2021-01-03 21:27:00,1,53,3,21,27,6
8504,5,שש עם עודד בן עמי 12,קשת 12,63.0,10.3,2021-01-03 17:55:00,1,53,3,17,55,6
8505,6,ערב טוב עם גיא פינס - קשת עונה 2 - מהדורה לילית,קשת 12,33.0,9.9,2021-01-03 22:54:00,1,53,3,22,54,6
8506,7,חדשות 13,רשת 13,92.0,8.9,2021-01-03 19:55:00,1,53,3,19,55,6
8507,8,חמש עם רפי רשף 12,קשת 12,54.0,8.8,2021-01-03 16:59:00,1,53,3,16,59,6
8508,9,מהדורה ראשונה 12,קשת 12,51.0,7.5,2021-01-03 16:07:00,1,53,3,16,7,6
8509,10,לפני החדשות,רשת 13,44.0,6.2,2021-01-03 19:08:00,1,53,3,19,8,6
8510,11,שלוש עם עופר חדד,קשת 12,49.0,6.1,2021-01-03 15:10:00,1,53,3,15,10,6
8511,12,חי בלילה עונה 12,קשת 12,30.0,6.0,2021-01-03 23:26:00,1,53,3,23,26,6
8512,13,הצינור,רשת 13,27.0,5.8,2021-01-03 22:58:00,1,53,3,22,58,6
8513,14,שש - אמנון לוי,רשת 13,65.0,5.2,2021-01-03 17:53:00,1,53,3,17,53,6
8514,15,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,150.0,4.6,2021-01-03 07:01:00,1,53,3,7,1,6
8515,16,ישראל עכשיו עם גלית ויואב,קשת 12,120.0,4.5,2021-01-03 13:00:00,1,53,3,13,0,6
8516,17,היום שהיה עם טל ברמן,רשת 13,34.0,4.4,2021-01-03 23:28:00,1,53,3,23,28,6
8517,18,חמש עם שרון גל,רשת 13,59.0,3.9,2021-01-03 16:50:00,1,53,3,16,50,6
8518,19,סבריי מרנן עונה 4 ש.ח,קשת 12,32.0,3.9,2021-01-03 12:02:00,1,53,3,12,2,6
8519,20,פאולה וליאון עונה 2,קשת 12,119.0,3.8,2021-01-03 09:30:00,1,53,3,9,30,6
8520,1,מאסטר שף עונה 9,קשת 12,64.0,18.2,2021-02-03 21:40:00,2,5,3,21,40,2
8521,2,חדשות 12,קשת 12,95.0,17.5,2021-02-03 19:56:00,2,5,3,19,56,2
8522,3,תכנית חיסכון 12,קשת 12,43.0,12.4,2021-02-03 19:07:00,2,5,3,19,7,2
8523,4,שש עם עודד בן עמי 12,קשת 12,63.0,8.3,2021-02-03 17:55:00,2,5,3,17,55,2
8524,5,חדשות 13,רשת 13,96.0,7.9,2021-02-03 19:54:00,2,5,3,19,54,2
8525,6,ערב טוב עם גיא פינס - קשת עונה 2 - מהדורה לילית,קשת 12,31.0,7.7,2021-02-03 22:51:00,2,5,3,22,51,2
8526,7,סטנד אפ NATION,רשת 13,67.0,7.3,2021-02-03 21:35:00,2,5,3,21,35,2
8527,8,חמש עם רפי רשף 12,קשת 12,53.0,7.1,2021-02-03 16:59:00,2,5,3,16,59,2
8528,9,האח הגדול 2021 - חושפים את הכול,רשת 13,30.0,6.8,2021-02-03 22:53:00,2,5,3,22,53,2
8529,10,מהדורה ראשונה 12,קשת 12,51.0,6.3,2021-02-03 16:08:00,2,5,3,16,8,2
8530,11,לפני החדשות,רשת 13,43.0,6.1,2021-02-03 19:08:00,2,5,3,19,8,2
8531,12,שש - אמנון לוי,רשת 13,64.0,5.5,2021-02-03 17:54:00,2,5,3,17,54,2
8532,13,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,150.0,5.4,2021-02-03 07:00:00,2,5,3,7,0,2
8533,14,חי בלילה עונה 12,קשת 12,31.0,5.3,2021-02-03 23:23:00,2,5,3,23,23,2
8534,15,שלוש עם עופר חדד,קשת 12,49.0,4.7,2021-02-03 15:09:00,2,5,3,15,9,2
8535,16,חמש עם שרון גל,רשת 13,60.0,4.1,2021-02-03 16:50:00,2,5,3,16,50,2
8536,17,העולם הבוקר,רשת 13,180.0,4.0,2021-02-03 06:59:00,2,5,3,6,59,2
8537,18,הכול כלול עונה 2,רשת 13,43.0,3.9,2021-02-03 16:07:00,2,5,3,16,7,2
8538,19,כותרות הבוקר עם ניב רסקין עונה 2,קשת 12,39.0,3.7,2021-02-03 06:21:00,2,5,3,6,21,2
8539,20,פאולה וליאון עונה 2,קשת 12,120.0,3.6,2021-02-03 09:30:00,2,5,3,9,30,2
8540,1,ארץ נהדרת עונה 18,קשת 12,67.0,17.0,2021-03-03 21:39:00,3,9,3,21,39,2
8541,2,חדשות 12,קשת 12,93.0,16.8,2021-03-03 19:56:00,3,9,3,19,56,2
8542,3,האח הגדול 2021,רשת 13,109.0,14.0,2021-03-03 21:39:00,3,9,3,21,39,2
8543,4,תכנית חיסכון 12,קשת 12,43.0,10.9,2021-03-03 19:08:00,3,9,3,19,8,2
8544,5,שש עם עודד בן עמי 12,קשת 12,64.0,8.5,2021-03-03 17:55:00,3,9,3,17,55,2
8545,6,חדשות 13,רשת 13,93.0,8.5,2021-03-03 19:55:00,3,9,3,19,55,2
8546,7,הצינור,רשת 13,33.0,8.1,2021-03-03 23:30:00,3,9,3,23,30,2
8547,8,ערב טוב עם גיא פינס - קשת עונה 2 - מהדורה לילית,קשת 12,32.0,7.8,2021-03-03 22:55:00,3,9,3,22,55,2
8548,9,חמש עם רפי רשף 12,קשת 12,54.0,7.5,2021-03-03 16:58:00,3,9,3,16,58,2
8549,10,לפני החדשות,רשת 13,43.0,6.6,2021-03-03 19:08:00,3,9,3,19,8,2
8550,11,מהדורה ראשונה 12,קשת 12,51.0,6.4,2021-03-03 16:08:00,3,9,3,16,8,2
8551,12,שש - אמנון לוי,רשת 13,65.0,5.5,2021-03-03 17:53:00,3,9,3,17,53,2
8552,13,חי בלילה עונה 12,קשת 12,32.0,5.1,2021-03-03 23:26:00,3,9,3,23,26,2
8553,14,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,150.0,5.0,2021-03-03 07:00:00,3,9,3,7,0,2
8554,15,שלוש עם עופר חדד,קשת 12,47.0,5.0,2021-03-03 15:11:00,3,9,3,15,11,2
8555,16,שנות ה-80 עונה 4 ש.ח,רשת 13,40.0,4.5,2021-03-03 00:18:00,3,9,3,0,18,2
8556,17,ישראל עכשיו עם גלית ויואב,קשת 12,122.0,4.3,2021-03-03 12:59:00,3,9,3,12,59,2
8557,18,סבריי מרנן עונה 4 ש.ח,קשת 12,26.0,3.9,2021-03-03 12:33:00,3,9,3,12,33,2
8558,19,סבריי מרנן עונה 4 ש.ח,קשת 12,33.0,3.7,2021-03-03 12:00:00,3,9,3,12,0,2
8559,20,ערב טוב עם גיא פינס - קשת עונה 2 - מהדורה לילית - ש.ח,קשת 12,30.0,3.5,2021-03-03 11:29:00,3,9,3,11,29,2
8560,1,חדשות 12,קשת 12,91.0,15.0,2021-04-03 19:56:00,4,13,3,19,56,5
8561,2,האח הגדול 2021,רשת 13,82.0,12.7,2021-04-03 21:37:00,4,13,3,21,37,5
8562,3,תכנית חיסכון 12,קשת 12,43.0,11.4,2021-04-03 19:08:00,4,13,3,19,8,5
8563,4,עובדה 2021,קשת 12,66.0,11.1,2021-04-03 21:38:00,4,13,3,21,38,5
8564,5,שש עם עודד בן עמי 12,קשת 12,65.0,10.0,2021-04-03 17:55:00,4,13,3,17,55,5
8565,6,חמש עם רפי רשף 12,קשת 12,53.0,8.2,2021-04-03 16:59:00,4,13,3,16,59,5
8566,7,חדשות 13,רשת 13,93.0,8.1,2021-04-03 19:54:00,4,13,3,19,54,5
8567,8,רפי רשף אינטימי,קשת 12,36.0,6.3,2021-04-03 22:57:00,4,13,3,22,57,5
8568,9,מהדורה ראשונה 12,קשת 12,51.0,6.0,2021-04-03 16:08:00,4,13,3,16,8,5
8569,10,היום שהיה עם טל ברמן,רשת 13,34.0,5.9,2021-04-03 23:32:00,4,13,3,23,32,5
8570,11,לפני החדשות,רשת 13,43.0,5.6,2021-04-03 19:07:00,4,13,3,19,7,5
8571,12,שלוש עם עופר חדד,קשת 12,48.0,5.3,2021-04-03 15:11:00,4,13,3,15,11,5
8572,13,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,151.0,5.0,2021-04-03 06:59:00,4,13,3,6,59,5
8573,14,שש - אמנון לוי,רשת 13,65.0,4.8,2021-04-03 17:52:00,4,13,3,17,52,5
8574,15,ערב טוב עם גיא פינס - קשת עונה 2 - מהדורה לילית - ש.ח,קשת 12,31.0,3.8,2021-04-03 11:32:00,4,13,3,11,32,5
8575,16,מאסטר שף עונה 9 ש.ח,קשת 12,80.0,3.6,2021-04-03 13:39:00,4,13,3,13,39,5
8576,17,חמש עם שרון גל,רשת 13,60.0,3.5,2021-04-03 16:50:00,4,13,3,16,50,5
8577,18,שנות ה-80 עונה 4 ש.ח,רשת 13,41.0,3.4,2021-04-03 00:14:00,4,13,3,0,14,5
8578,19,נקסט עם דרור גלוברמן עונה 2,קשת 12,36.0,3.4,2021-04-03 23:33:00,4,13,3,23,33,5
8580,1,זה לא אולפן שישי,קשת 12,29.0,13.2,2021-05-03 21:55:00,5,18,3,21,55,0
8581,2,אולפן שישי 12,קשת 12,120.0,12.9,2021-05-03 19:55:00,5,18,3,19,55,0
8582,3,אופירה וברקוביץ' - עונה 3,קשת 12,114.0,9.7,2021-05-03 17:59:00,5,18,3,17,59,0
8583,4,שישי עם אילה חסון,רשת 13,108.0,6.3,2021-05-03 19:56:00,5,18,3,19,56,0
8584,5,משיח עונה 2,קשת 12,47.0,6.0,2021-05-03 22:36:00,5,18,3,22,36,0
8585,6,שישי בחמש עם גדעון אוקו,קשת 12,51.0,5.2,2021-05-03 17:07:00,5,18,3,17,7,0
8586,7,שי בשידור,רשת 13,69.0,4.5,2021-05-03 21:43:00,5,18,3,21,43,0
8587,8,המגזין עם נגה ניר נאמן,רשת 13,43.0,4.3,2021-05-03 19:11:00,5,18,3,19,11,0
8588,9,גלית ואילנית - עונה 2,קשת 12,120.0,3.8,2021-05-03 14:59:00,5,18,3,14,59,0
8589,10,חמש - מהדורת שישי,רשת 13,109.0,3.2,2021-05-03 17:09:00,5,18,3,17,9,0
8590,11,לעוף על המיליון - עונה 6 ש.ח,רשת 13,58.0,3.2,2021-05-03 22:58:00,5,18,3,22,58,0
8591,12,העולם הבוקר,רשת 13,180.0,3.0,2021-05-03 06:59:00,5,18,3,6,59,0
8592,13,שישי בבוקר עם גלית ויואב - עונה 2,קשת 12,180.0,2.9,2021-05-03 06:59:00,5,18,3,6,59,0
8593,14,פותחים שישי,רשת 13,117.0,2.9,2021-05-03 10:00:00,5,18,3,10,0,0
8594,15,השוטרים ש.ח,קשת 12,156.0,2.5,2021-05-03 23:24:00,5,18,3,23,24,0
8596,17,אהרוני 2 גו ש.ח,רשת 13,29.0,2.1,2021-05-03 15:27:00,5,18,3,15,27,0
8599,20,הצינור לקט,רשת 13,33.0,2.0,2021-05-03 15:56:00,5,18,3,15,56,0
8600,1,חדשות שבת 12,קשת 12,89.0,17.7,2021-06-03 19:55:00,6,22,3,19,55,3
8601,2,האח הגדול 2021,רשת 13,83.0,17.7,2021-06-03 21:36:00,6,22,3,21,36,3
8602,3,מאסטר שף עונה 9,קשת 12,74.0,16.4,2021-06-03 21:35:00,6,22,3,21,35,3
8603,4,פגוש את העיתונות 12,קשת 12,42.0,11.4,2021-06-03 19:09:00,6,22,3,19,9,3
8604,5,ערב טוב עם גיא פינס - קשת עונה 2 - מהדורה לילית,קשת 12,30.0,8.9,2021-06-03 22:58:00,6,22,3,22,58,3
8605,6,פגוש את העיתונות 12 - מהדורה מוקדמת,קשת 12,52.0,8.6,2021-06-03 18:09:00,6,22,3,18,9,3
8606,7,מהדורת השבת עם הילה קורח,רשת 13,93.0,8.5,2021-06-03 19:54:00,6,22,3,19,54,3
8607,8,מאחורי הכסף,רשת 13,35.0,6.6,2021-06-03 23:06:00,6,22,3,23,6,3
8608,9,המטה המרכזי,רשת 13,41.0,6.0,2021-06-03 19:10:00,6,22,3,19,10,3
8609,10,סדר עולמי השבוע 12,קשת 12,48.0,5.2,2021-06-03 17:12:00,6,22,3,17,12,3
8610,11,סטנד אפ NATION ש.ח,רשת 13,56.0,4.0,2021-06-03 23:42:00,6,22,3,23,42,3
8611,12,מיוחד-נגיף הקורונה - ערב מוקדמת ע.13,רשת 13,52.0,3.9,2021-06-03 18:07:00,6,22,3,18,7,3
8612,13,זה לא אולפן שישי ש.ח,קשת 12,26.0,3.8,2021-06-03 15:22:00,6,22,3,15,22,3
8613,14,מאסטר שף עונה 9 ש.ח,קשת 12,84.0,3.2,2021-06-03 13:57:00,6,22,3,13,57,3
8614,15,ארץ נהדרת עונה 18 ש.ח,קשת 12,66.0,3.2,2021-06-03 15:48:00,6,22,3,15,48,3
8615,16,המסע המופלא של אהרוני וגידי עונה 6 ש.ח,רשת 13,55.0,2.5,2021-06-03 17:05:00,6,22,3,17,5,3
8616,17,מאסטר שף עונה 9 ש.ח,קשת 12,62.0,2.3,2021-06-03 12:55:00,6,22,3,12,55,3
8617,18,האח הגדול 2021 ש.ח,רשת 13,69.0,2.2,2021-06-03 15:50:00,6,22,3,15,50,3
8618,19,השוטרים ש.ח,קשת 12,252.0,2.1,2021-06-03 02:00:00,6,22,3,2,0,3
8620,1,האח הגדול 2021,רשת 13,54.0,15.5,2021-07-03 21:36:00,7,26,3,21,36,5
8621,2,חדשות 12,קשת 12,89.0,15.3,2021-07-03 19:55:00,7,26,3,19,55,5
8622,3,מאסטר שף עונה 9,קשת 12,91.0,15.0,2021-07-03 21:35:00,7,26,3,21,35,5
8623,4,הצינור,רשת 13,34.0,11.5,2021-07-03 22:30:00,7,26,3,22,30,5
8624,5,תכנית חיסכון 12,קשת 12,43.0,10.4,2021-07-03 19:08:00,7,26,3,19,8,5
8625,6,חדשות 13,רשת 13,91.0,9.2,2021-07-03 19:55:00,7,26,3,19,55,5
8626,7,שש עם עודד בן עמי 12,קשת 12,65.0,9.2,2021-07-03 17:55:00,7,26,3,17,55,5
8627,8,ערב טוב עם גיא פינס - קשת עונה 2 - מהדורה לילית,קשת 12,23.0,7.3,2021-07-03 23:15:00,7,26,3,23,15,5
8628,9,חמש עם רפי רשף 12,קשת 12,53.0,6.8,2021-07-03 16:59:00,7,26,3,16,59,5
8629,10,לפני החדשות,רשת 13,44.0,6.1,2021-07-03 19:07:00,7,26,3,19,7,5
8630,11,היום שהיה עם טל ברמן,רשת 13,33.0,6.0,2021-07-03 23:08:00,7,26,3,23,8,5
8632,13,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,149.0,5.1,2021-07-03 07:00:00,7,26,3,7,0,5
8633,14,חי בלילה עונה 12,קשת 12,33.0,5.1,2021-07-03 23:39:00,7,26,3,23,39,5
8635,16,שש - אמנון לוי,רשת 13,65.0,4.9,2021-07-03 17:52:00,7,26,3,17,52,5
8636,17,חמש עם שרון גל,רשת 13,61.0,4.5,2021-07-03 16:50:00,7,26,3,16,50,5
8637,18,שנות ה-80 עונה 4 ש.ח,רשת 13,43.0,4.5,2021-07-03 23:42:00,7,26,3,23,42,5
8640,1,חדשות 12,קשת 12,94.0,15.6,2021-08-03 19:56:00,8,31,3,19,56,1
8641,2,השוטרים,קשת 12,57.0,15.5,2021-08-03 21:40:00,8,31,3,21,40,1
8642,3,תכנית חיסכון 12,קשת 12,42.0,10.9,2021-08-03 19:09:00,8,31,3,19,9,1
8643,4,ערב טוב עם גיא פינס - קשת עונה 2 - מהדורה לילית,קשת 12,22.0,10.6,2021-08-03 22:46:00,8,31,3,22,46,1
8644,5,האח הגדול 2021 - חושפים את הכול,רשת 13,34.0,9.0,2021-08-03 21:39:00,8,31,3,21,39,1
8645,6,שש עם עודד בן עמי 12,קשת 12,64.0,8.6,2021-08-03 17:55:00,8,31,3,17,55,1
8646,7,חמש עם רפי רשף 12,קשת 12,54.0,7.8,2021-08-03 16:58:00,8,31,3,16,58,1
8647,8,חדשות 13,רשת 13,92.0,7.6,2021-08-03 19:55:00,8,31,3,19,55,1
8648,9,מהדורה ראשונה 12,קשת 12,50.0,7.2,2021-08-03 16:09:00,8,31,3,16,9,1
8649,10,חי בלילה עונה 12,קשת 12,35.0,6.4,2021-08-03 23:16:00,8,31,3,23,16,1
8651,12,לפני החדשות,רשת 13,41.0,6.1,2021-08-03 19:10:00,8,31,3,19,10,1
8652,13,שלוש עם עופר חדד,קשת 12,49.0,5.6,2021-08-03 15:11:00,8,31,3,15,11,1
8653,14,שש - אמנון לוי,רשת 13,67.0,5.2,2021-08-03 17:53:00,8,31,3,17,53,1
8654,15,היום שהיה עם טל ברמן,רשת 13,31.0,4.9,2021-08-03 22:57:00,8,31,3,22,57,1
8655,16,סבריי מרנן עונה 4 ש.ח,קשת 12,27.0,4.6,2021-08-03 12:32:00,8,31,3,12,32,1
8656,17,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,149.0,4.4,2021-08-03 07:00:00,8,31,3,7,0,1
8657,18,ישראל עכשיו עם גלית ויואב,קשת 12,120.0,4.3,2021-08-03 13:00:00,8,31,3,13,0,1
8658,19,חמש עם שרון גל,רשת 13,60.0,3.9,2021-08-03 16:50:00,8,31,3,16,50,1
8659,20,סבריי מרנן עונה 4 ש.ח,קשת 12,31.0,3.3,2021-08-03 12:02:00,8,31,3,12,2,1
8660,1,חדשות 12,קשת 12,89.0,16.7,2021-09-03 19:55:00,9,35,3,19,55,4
8662,3,תכנית חיסכון 12,קשת 12,42.0,11.6,2021-09-03 19:08:00,9,35,3,19,8,4
8663,4,סטנד אפ NATION,רשת 13,56.0,9.2,2021-09-03 21:36:00,9,35,3,21,36,4
8664,5,שש עם עודד בן עמי 12,קשת 12,64.0,8.9,2021-09-03 17:55:00,9,35,3,17,55,4
8665,6,הצינור,רשת 13,25.0,8.3,2021-09-03 22:43:00,9,35,3,22,43,4
8666,7,חדשות 13,רשת 13,91.0,7.7,2021-09-03 19:55:00,9,35,3,19,55,4
8667,8,חמש עם רפי רשף 12,קשת 12,53.0,7.6,2021-09-03 16:59:00,9,35,3,16,59,4
8668,9,לפני החדשות,רשת 13,42.0,5.8,2021-09-03 19:09:00,9,35,3,19,9,4
8669,10,מהדורה ראשונה 12,קשת 12,51.0,5.4,2021-09-03 16:09:00,9,35,3,16,9,4
8670,11,שלוש עם עופר חדד,קשת 12,47.0,4.7,2021-09-03 15:11:00,9,35,3,15,11,4
8671,12,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,150.0,4.5,2021-09-03 06:59:00,9,35,3,6,59,4
8672,13,חמש עם שרון גל,רשת 13,59.0,4.2,2021-09-03 16:50:00,9,35,3,16,50,4
8673,14,שש - אמנון לוי,רשת 13,67.0,4.2,2021-09-03 17:52:00,9,35,3,17,52,4
8674,15,ישראל עכשיו עם גלית ויואב,קשת 12,110.0,4.0,2021-09-03 13:09:00,9,35,3,13,9,4
8675,16,כותרות הבוקר עם ניב רסקין עונה 2,קשת 12,37.0,3.3,2021-09-03 06:22:00,9,35,3,6,22,4
8676,17,תעמולת בחירות ע.12,קשת 12,65.0,3.3,2021-09-03 23:35:00,9,35,3,23,35,4
8677,18,פאולה וליאון עונה 2,קשת 12,122.0,3.2,2021-09-03 09:30:00,9,35,3,9,30,4
8678,19,הכול כלול עונה 2,רשת 13,42.0,3.2,2021-09-03 16:09:00,9,35,3,16,9,4
8679,20,תעמולת בחירות ע.13,רשת 13,66.0,3.1,2021-09-03 23:29:00,9,35,3,23,29,4
8680,1,חדשות 12,קשת 12,90.0,17.4,2021-10-03 19:55:00,10,39,3,19,55,6
8681,2,האח הגדול 2021,רשת 13,94.0,14.7,2021-10-03 21:35:00,10,39,3,21,35,6
8683,4,תכנית חיסכון 12,קשת 12,42.0,11.8,2021-10-03 19:09:00,10,39,3,19,9,6
8684,5,חדשות 13,רשת 13,94.0,8.5,2021-10-03 19:55:00,10,39,3,19,55,6
8685,6,חמש עם רפי רשף 12,קשת 12,53.0,8.3,2021-10-03 16:59:00,10,39,3,16,59,6
8686,7,שש עם עודד בן עמי 12,קשת 12,64.0,8.2,2021-10-03 17:56:00,10,39,3,17,56,6
8687,8,ערב טוב עם גיא פינס - קשת עונה 2 - מהדורה לילית,קשת 12,33.0,6.7,2021-10-03 22:57:00,10,39,3,22,57,6
8688,9,מהדורה ראשונה 12,קשת 12,51.0,6.6,2021-10-03 16:08:00,10,39,3,16,8,6
8689,10,לפני החדשות,רשת 13,42.0,5.6,2021-10-03 19:09:00,10,39,3,19,9,6
8690,11,שש - אמנון לוי,רשת 13,66.0,5.5,2021-10-03 17:52:00,10,39,3,17,52,6
8691,12,שלוש עם עופר חדד,קשת 12,48.0,5.3,2021-10-03 15:10:00,10,39,3,15,10,6
8692,13,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,150.0,4.9,2021-10-03 07:00:00,10,39,3,7,0,6
8693,14,תעמולת בחירות ע.12,קשת 12,32.0,4.4,2021-10-03 23:30:00,10,39,3,23,30,6
8694,15,ישראל עכשיו עם גלית ויואב,קשת 12,115.0,4.2,2021-10-03 13:05:00,10,39,3,13,5,6
8695,16,חמש עם שרון גל,רשת 13,59.0,4.1,2021-10-03 16:50:00,10,39,3,16,50,6
8696,17,העולם הבוקר,רשת 13,180.0,3.8,2021-10-03 07:00:00,10,39,3,7,0,6
8697,18,תעמולת בחירות ע.13,רשת 13,32.0,3.7,2021-10-03 23:30:00,10,39,3,23,30,6
8698,19,פאולה וליאון עונה 2,קשת 12,120.0,3.6,2021-10-03 09:29:00,10,39,3,9,29,6
8699,20,כותרות הבוקר עם ניב רסקין עונה 2,קשת 12,39.0,3.6,2021-10-03 06:21:00,10,39,3,6,21,6
8700,1,חדשות 12,קשת 12,90.0,16.8,2021-11-03 19:55:00,11,44,3,19,55,2
8701,2,האח הגדול 2021,רשת 13,89.0,13.6,2021-11-03 21:36:00,11,44,3,21,36,2
8702,3,עובדה 2021,קשת 12,75.0,12.6,2021-11-03 21:35:00,11,44,3,21,35,2
8703,4,תכנית חיסכון 12,קשת 12,41.0,10.6,2021-11-03 19:09:00,11,44,3,19,9,2
8704,5,הצינור,רשת 13,20.0,10.3,2021-11-03 23:12:00,11,44,3,23,12,2
8705,6,שש עם עודד בן עמי 12,קשת 12,65.0,9.3,2021-11-03 17:54:00,11,44,3,17,54,2
8706,7,חמש עם רפי רשף 12,קשת 12,53.0,8.7,2021-11-03 16:59:00,11,44,3,16,59,2
8707,8,חדשות 13,רשת 13,95.0,8.7,2021-11-03 19:55:00,11,44,3,19,55,2
8708,9,מהדורה ראשונה 12,קשת 12,50.0,7.1,2021-11-03 16:08:00,11,44,3,16,8,2
8709,10,לפני החדשות,רשת 13,41.0,6.7,2021-11-03 19:09:00,11,44,3,19,9,2
8710,11,רפי רשף אינטימי,קשת 12,36.0,6.2,2021-11-03 22:54:00,11,44,3,22,54,2
8711,12,שלוש עם עופר חדד,קשת 12,48.0,5.6,2021-11-03 15:11:00,11,44,3,15,11,2
8712,13,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,150.0,4.9,2021-11-03 07:00:00,11,44,3,7,0,2
8713,14,שש - אמנון לוי,רשת 13,66.0,4.6,2021-11-03 17:52:00,11,44,3,17,52,2
8714,15,תעמולת בחירות ע.13,רשת 13,34.0,4.5,2021-11-03 23:35:00,11,44,3,23,35,2
8715,16,סבריי מרנן עונה 4 ש.ח,קשת 12,26.0,3.8,2021-11-03 12:33:00,11,44,3,12,33,2
8716,17,מאסטר שף עונה 9 ש.ח,קשת 12,76.0,3.6,2021-11-03 13:43:00,11,44,3,13,43,2
8717,18,העולם הבוקר,רשת 13,172.0,3.6,2021-11-03 07:00:00,11,44,3,7,0,2
8718,19,העולם הבוקר - רגע לפני,רשת 13,35.0,3.6,2021-11-03 06:26:00,11,44,3,6,26,2
8720,1,אולפן שישי 12,קשת 12,114.0,14.6,2021-12-03 19:56:00,12,48,3,19,56,4
8721,2,זה לא אולפן שישי,קשת 12,27.0,13.9,2021-12-03 21:52:00,12,48,3,21,52,4
8722,3,אופירה וברקוביץ' - עונה 3,קשת 12,116.0,9.5,2021-12-03 17:59:00,12,48,3,17,59,4
8723,4,משיח עונה 2,קשת 12,38.0,8.1,2021-12-03 22:29:00,12,48,3,22,29,4
8724,5,שישי בחמש עם גדעון אוקו,קשת 12,50.0,6.5,2021-12-03 17:08:00,12,48,3,17,8,4
8725,6,שישי עם אילה חסון,רשת 13,110.0,6.0,2021-12-03 19:55:00,12,48,3,19,55,4
8726,7,גלית ואילנית - עונה 2,קשת 12,120.0,4.6,2021-12-03 14:58:00,12,48,3,14,58,4
8727,8,המגזין עם נגה ניר נאמן,רשת 13,44.0,4.2,2021-12-03 19:11:00,12,48,3,19,11,4
8728,9,שישי בבוקר עם גלית ויואב - עונה 2,קשת 12,180.0,3.8,2021-12-03 06:59:00,12,48,3,6,59,4
8729,10,שי בשידור,רשת 13,73.0,3.8,2021-12-03 21:44:00,12,48,3,21,44,4
8730,11,העולם הבוקר,רשת 13,180.0,3.6,2021-12-03 06:59:00,12,48,3,6,59,4
8731,12,לעוף על המיליון - עונה 6 ש.ח,רשת 13,59.0,3.6,2021-12-03 22:57:00,12,48,3,22,57,4
8732,13,חמש - מהדורת שישי,רשת 13,110.0,3.3,2021-12-03 17:08:00,12,48,3,17,8,4
8733,14,פותחים שישי,רשת 13,118.0,3.3,2021-12-03 10:00:00,12,48,3,10,0,4
8734,15,השוטרים ש.ח,קשת 12,52.0,3.1,2021-12-03 23:14:00,12,48,3,23,14,4
8735,16,מאסטר שף עונה 9 ש.ח,קשת 12,87.0,2.8,2021-12-03 13:31:00,12,48,3,13,31,4
8736,17,כמעט שבת שלום ש.ח,קשת 12,61.0,2.7,2021-12-03 10:05:00,12,48,3,10,5,4
8737,18,שש עם גלית ויואב - עונה 2,קשת 12,38.0,2.3,2021-12-03 06:21:00,12,48,3,6,21,4
8738,19,השיעור השבועי עם סיון רהב מאיר,קשת 12,37.0,2.3,2021-12-03 11:06:00,12,48,3,11,6,4
8739,20,באנו לאפות עם קרן ואיציק קדוש ש.ח,רשת 13,41.0,1.9,2021-12-03 15:52:00,12,48,3,15,52,4
8740,1,מאסטר שף עונה 9,קשת 12,87.0,16.1,2021-03-13 21:38:00,3,10,13,21,38,5
8741,2,חדשות שבת 12,קשת 12,94.0,15.5,2021-03-13 19:54:00,3,10,13,19,54,5
8742,3,האח הגדול 2021,רשת 13,85.0,14.4,2021-03-13 21:35:00,3,10,13,21,35,5
8743,4,ערב טוב עם גיא פינס - קשת עונה 2 - מהדורה לילית,קשת 12,20.0,11.3,2021-03-13 23:13:00,3,10,13,23,13,5
8744,5,מהדורת השבת עם הילה קורח,רשת 13,90.0,9.8,2021-03-13 19:59:00,3,10,13,19,59,5
8745,6,פגוש את העיתונות 12,קשת 12,45.0,9.2,2021-03-13 19:10:00,3,10,13,19,10,5
8746,7,המטה המרכזי,רשת 13,50.0,8.8,2021-03-13 19:09:00,3,10,13,19,9,5
